unit,segment,start_ms,harmonic,frequency_start_hz,frequency_end_hz,amplitude_start,amplitude_end,phase_rad,role
ㄴㅚ,vowel_body,78.0,29,12760.0,12760.0,0.00320873,0.00385358,0.12777123,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,30,13200.0,13200.0,0.00288786,0.00346822,3.24220938,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,31,13640.0,13640.0,0.00260908,0.00313342,0.24835072,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,32,14080.0,14080.0,0.00246117,0.00295578,3.52701946,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,33,14520.0,14520.0,0.00202133,0.00242755,3.72223638,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,34,14960.0,14960.0,0.00176998,0.00212568,2.00407766,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,35,15400.0,15400.0,0.00158256,0.0019006,2.35238684,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,36,15840.0,15840.0,0.00147258,0.00176852,2.23387167,clear_assertive_harmonic
ㄴㅚ,vowel_body,78.0,F1,540,610,0.058,0.058,5.34451334,clarity_formant_anchor
ㄴㅚ,vowel_body,78.0,F2,1280,3200,0.049,0.049,3.99841581,clarity_formant_anchor
ㄴㅚ,vowel_body,78.0,F3,3900,4450,0.031,0.031,5.38309866,clarity_formant_anchor
ㄴㅛ,nasal_onset,0.0,1,440.0,440.0,0.81182577,1.04875157,4.53797195,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,2,880.0,880.0,0.08939416,0.10331611,3.23735723,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,3,1320.0,1320.0,0.10407143,0.11578908,1.08887998,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,4,1760.0,1760.0,0.35146591,0.10871712,5.73147406,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,5,2200.0,2200.0,0.92946534,0.10164823,0.83589454,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,6,2640.0,2640.0,0.30991788,0.09149487,1.88445892,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,7,3080.0,3080.0,0.51186646,0.08943814,1.66615533,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,8,3520.0,3520.0,0.33018847,0.36620739,4.4033925,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,9,3960.0,3960.0,0.0895993,0.70751304,3.05421142,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,10,4400.0,4400.0,0.05358955,0.36892484,4.56102641,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,11,4840.0,4840.0,0.04547537,0.35859023,1.88892046,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,12,5280.0,5280.0,0.04235225,0.11812368,5.98878973,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,13,5720.0,5720.0,0.03422597,0.04169901,2.40555223,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,14,6160.0,6160.0,0.0319753,0.03669416,5.03451556,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,15,6600.0,6600.0,0.0274161,0.03144701,5.27415519,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,16,7040.0,7040.0,0.02729014,0.03130251,5.64762552,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,17,7480.0,7480.0,0.02010582,0.02306191,1.52131834,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,18,7920.0,7920.0,0.01867049,0.02141554,4.88470062,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,19,8360.0,8360.0,0.01630064,0.01869726,6.09986949,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,20,8800.0,8800.0,0.01563992,0.0179394,1.05136744,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,21,9240.0,9240.0,0.01283572,0.01472291,4.76541581,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,22,9680.0,9680.0,0.01146001,0.01314494,1.51995424,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,23,10120.0,10120.0,0.00986355,0.01131375,3.45528073,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,24,10560.0,10560.0,0.00933581,0.01070842,4.65306902,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,25,11000.0,11000.0,0.00579305,0.00664478,2.61389372,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,26,11440.0,11440.0,0.00525236,0.00602459,0.2063682,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,27,11880.0,11880.0,0.00436145,0.0050027,2.56554225,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,28,12320.0,12320.0,0.0037816,0.00433759,1.30068138,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,29,12760.0,12760.0,0.00330819,0.00379458,3.40630914,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,30,13200.0,13200.0,0.00302098,0.00346514,1.14343387,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,31,13640.0,13640.0,0.00267671,0.00307026,3.27990172,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,32,14080.0,14080.0,0.00245603,0.00281714,0.46604863,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,33,14520.0,14520.0,0.00210068,0.00240953,3.0563352,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,34,14960.0,14960.0,0.00180437,0.00206966,2.30629741,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,35,15400.0,15400.0,0.00162936,0.00186892,1.96291518,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,36,15840.0,15840.0,0.00151428,0.00173692,2.57615852,clear_assertive_harmonic
ㄴㅛ,nasal_onset,0.0,F1,330,360,0.058,0.058,1.54350432,clarity_formant_anchor
ㄴㅛ,nasal_onset,0.0,F2,2150,3850,0.049,0.049,0.8545726,clarity_formant_anchor
ㄴㅛ,nasal_onset,0.0,F3,3200,4700,0.031,0.031,1.23098171,clarity_formant_anchor
ㄴㅛ,vowel_body,78.0,1,440.0,440.0,1.09926111,0.86563482,5.91329503,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,2,880.0,880.0,0.1046217,0.3582565,3.79155779,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,3,1320.0,1320.0,0.1165903,1.0344528,0.70264414,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,4,1760.0,1760.0,0.1094728,0.22329038,5.1127073,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,5,2200.0,2200.0,0.09838446,0.08395148,2.66316173,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,6,2640.0,2640.0,0.0899876,0.07656049,3.79809023,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,7,3080.0,3080.0,0.0863537,0.09026779,4.89979031,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,8,3520.0,3520.0,0.36615402,0.27657015,1.51760605,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,9,3960.0,3960.0,0.73642273,0.44423656,4.7871469,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,10,4400.0,4400.0,0.38887358,0.16841095,4.01522781,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,11,4840.0,4840.0,0.36084761,0.04997039,2.67126931,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,12,5280.0,5280.0,0.11459568,0.0399343,0.21407821,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,13,5720.0,5720.0,0.04236386,0.03375129,2.09891572,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,14,6160.0,6160.0,0.03639812,0.0307865,0.04319536,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,15,6600.0,6600.0,0.03219318,0.02724293,5.68464843,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,16,7040.0,7040.0,0.03085674,0.02611201,4.48817825,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,17,7480.0,7480.0,0.02266453,0.01917949,2.90384054,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,18,7920.0,7920.0,0.02067618,0.01749688,5.86641065,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,19,8360.0,8360.0,0.01888263,0.01597911,3.89876095,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,20,8800.0,8800.0,0.0180734,0.01529432,0.68810416,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,21,9240.0,9240.0,0.01449825,0.01226891,1.85516414,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,22,9680.0,9680.0,0.01343717,0.01137099,5.63625746,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,23,10120.0,10120.0,0.011517,0.00974607,4.41507256,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,24,10560.0,10560.0,0.01066945,0.00902885,0.67756316,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,25,11000.0,11000.0,0.00667924,0.0056522,3.8177928,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,26,11440.0,11440.0,0.00600098,0.00507823,5.53631163,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,27,11880.0,11880.0,0.00502173,0.00424955,5.24604626,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,28,12320.0,12320.0,0.00437897,0.00370563,2.71092182,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,29,12760.0,12760.0,0.00368939,0.00312209,5.44627308,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,30,13200.0,13200.0,0.00346304,0.00293054,3.11672037,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,31,13640.0,13640.0,0.00304956,0.00258064,2.92715629,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,32,14080.0,14080.0,0.00285019,0.00241193,5.99205721,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,33,14520.0,14520.0,0.00243215,0.00205816,3.70534247,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,34,14960.0,14960.0,0.00213866,0.0018098,1.92891718,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,35,15400.0,15400.0,0.00188452,0.00159474,5.70236138,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,36,15840.0,15840.0,0.00178193,0.00150793,5.8611796,clear_assertive_harmonic
ㄴㅛ,vowel_body,78.0,F1,360,540,0.058,0.058,5.56324884,clarity_formant_anchor
ㄴㅛ,vowel_body,78.0,F2,3850,1280,0.049,0.049,1.18453351,clarity_formant_anchor
ㄴㅛ,vowel_body,78.0,F3,4700,3900,0.031,0.031,1.93521126,clarity_formant_anchor
ㄴㅜ,nasal_onset,0.0,1,440.0,440.0,0.8268894,1.01669585,4.65590291,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,2,880.0,880.0,0.08915166,0.58437658,1.09229072,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,3,1320.0,1320.0,0.10456493,0.75346034,0.65877874,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,4,1760.0,1760.0,0.35707995,0.11943139,6.25929226,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,5,2200.0,2200.0,0.89675397,0.08057706,3.66545317,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,6,2640.0,2640.0,0.3068852,0.07634966,4.75684211,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,7,3080.0,3080.0,0.49589275,0.12427059,2.89507929,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,8,3520.0,3520.0,0.33389771,0.37670125,4.64774951,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,9,3960.0,3960.0,0.09109453,0.36100236,4.84975587,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,10,4400.0,4400.0,0.05562245,0.1024056,2.1518236,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,11,4840.0,4840.0,0.04604125,0.04475316,3.39298971,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,12,5280.0,5280.0,0.04104369,0.03865978,1.86987898,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,13,5720.0,5720.0,0.03380164,0.03183234,2.3486433,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,14,6160.0,6160.0,0.03165376,0.02980959,4.72432056,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,15,6600.0,6600.0,0.02740401,0.02580743,0.57995685,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,16,7040.0,7040.0,0.02716187,0.0255794,4.86210942,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,17,7480.0,7480.0,0.02002965,0.01886271,2.57752729,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,18,7920.0,7920.0,0.01805413,0.01700228,2.40630413,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,19,8360.0,8360.0,0.0166698,0.01569861,2.2779822,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,20,8800.0,8800.0,0.01557079,0.01466363,5.95912589,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,21,9240.0,9240.0,0.01290661,0.01215466,0.54434586,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,22,9680.0,9680.0,0.01161068,0.01093424,2.18883704,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,23,10120.0,10120.0,0.0099767,0.00939545,1.34999352,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,24,10560.0,10560.0,0.00940973,0.00886151,0.13444277,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,25,11000.0,11000.0,0.00586522,0.00552351,2.4647755,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,26,11440.0,11440.0,0.0054554,0.00513756,2.74817603,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,27,11880.0,11880.0,0.00436126,0.00410718,4.50193098,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,28,12320.0,12320.0,0.00387399,0.00364829,4.39796029,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,29,12760.0,12760.0,0.00322945,0.0030413,5.00059149,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,30,13200.0,13200.0,0.00304169,0.00286447,0.86067564,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,31,13640.0,13640.0,0.00266615,0.00251082,5.63575581,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,32,14080.0,14080.0,0.00251609,0.0023695,6.00849278,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,33,14520.0,14520.0,0.00205677,0.00193694,4.12288491,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,34,14960.0,14960.0,0.00182525,0.00171891,4.0177532,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,35,15400.0,15400.0,0.00165195,0.00155571,2.19288933,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,36,15840.0,15840.0,0.00151699,0.00142861,2.70280805,clear_assertive_harmonic
ㄴㅜ,nasal_onset,0.0,F1,330,420,0.058,0.058,0.28543766,clarity_formant_anchor
ㄴㅜ,nasal_onset,0.0,F2,2150,1120,0.049,0.049,3.77597522,clarity_formant_anchor
ㄴㅜ,nasal_onset,0.0,F3,3200,3750,0.031,0.031,5.20837892,clarity_formant_anchor
ㄴㅜ,vowel_body,78.0,1,440.0,440.0,1.02759456,1.02759456,0.84782783,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,2,880.0,880.0,0.59104108,0.59104108,1.96598736,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,3,1320.0,1320.0,0.77034323,0.77034323,2.90045223,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,4,1760.0,1760.0,0.11770493,0.11770493,3.82415383,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,5,2200.0,2200.0,0.0821367,0.0821367,5.75049001,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,6,2640.0,2640.0,0.07710643,0.07710643,1.29619018,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,7,3080.0,3080.0,0.12361968,0.12361968,1.12735981,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,8,3520.0,3520.0,0.37642087,0.37642087,4.72155768,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,9,3960.0,3960.0,0.36259018,0.36259018,5.10169433,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,10,4400.0,4400.0,0.10134592,0.10134592,2.60688121,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,11,4840.0,4840.0,0.0448648,0.0448648,5.94587394,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,12,5280.0,5280.0,0.0380286,0.0380286,5.89440953,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,13,5720.0,5720.0,0.03311112,0.03311112,3.10478296,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,14,6160.0,6160.0,0.0297402,0.0297402,4.17345898,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,15,6600.0,6600.0,0.02578924,0.02578924,4.90981356,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,16,7040.0,7040.0,0.02533358,0.02533358,5.78293522,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,17,7480.0,7480.0,0.01867922,0.01867922,2.13757288,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,18,7920.0,7920.0,0.01766176,0.01766176,5.72568011,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,19,8360.0,8360.0,0.01580992,0.01580992,4.80851387,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,20,8800.0,8800.0,0.01506236,0.01506236,5.45133424,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,21,9240.0,9240.0,0.01218882,0.01218882,5.79762624,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,22,9680.0,9680.0,0.01084688,0.01084688,5.11874079,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,23,10120.0,10120.0,0.00926943,0.00926943,4.74384788,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,24,10560.0,10560.0,0.00890155,0.00890155,0.80644024,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,25,11000.0,11000.0,0.00560996,0.00560996,4.98342753,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,26,11440.0,11440.0,0.00498323,0.00498323,3.26455996,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,27,11880.0,11880.0,0.0041135,0.0041135,1.37212397,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,28,12320.0,12320.0,0.00366881,0.00366881,4.59410307,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,29,12760.0,12760.0,0.00311828,0.00311828,2.38351685,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,30,13200.0,13200.0,0.00283037,0.00283037,3.52052023,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,31,13640.0,13640.0,0.00250112,0.00250112,0.45878786,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,32,14080.0,14080.0,0.00236678,0.00236678,2.75769708,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,33,14520.0,14520.0,0.00200047,0.00200047,4.52854697,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,34,14960.0,14960.0,0.00171073,0.00171073,0.51723178,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,35,15400.0,15400.0,0.00155047,0.00155047,5.29104105,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,36,15840.0,15840.0,0.00144858,0.00144858,3.16331826,clear_assertive_harmonic
ㄴㅜ,vowel_body,78.0,F1,420,420,0.058,0.058,5.50509838,clarity_formant_anchor
ㄴㅜ,vowel_body,78.0,F2,1120,1120,0.049,0.049,4.11040133,clarity_formant_anchor
ㄴㅜ,vowel_body,78.0,F3,3750,3750,0.031,0.031,1.76097627,clarity_formant_anchor
ㄴㅝ,nasal_onset,0.0,1,440.0,440.0,0.839211,1.03184578,0.93467319,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,2,880.0,880.0,0.08811199,0.57756167,3.0423584,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,3,1320.0,1320.0,0.10515692,0.75772602,2.67201344,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,4,1760.0,1760.0,0.35339526,0.11819899,1.45641395,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,5,2200.0,2200.0,0.93433301,0.08395369,2.56898026,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,6,2640.0,2640.0,0.31099462,0.07737204,4.4392921,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,7,3080.0,3080.0,0.49996918,0.12529214,3.47734032,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,8,3520.0,3520.0,0.33135046,0.37382747,1.84953808,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,9,3960.0,3960.0,0.09227026,0.36566174,3.50447354,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,10,4400.0,4400.0,0.05439991,0.10015481,2.80392284,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,11,4840.0,4840.0,0.04559007,0.0443146,4.99170012,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,12,5280.0,5280.0,0.04137043,0.03896754,1.00271892,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,13,5720.0,5720.0,0.03415872,0.03216862,5.53036689,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,14,6160.0,6160.0,0.03097636,0.02917166,5.87794937,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,15,6600.0,6600.0,0.02759529,0.02598757,2.07730193,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,16,7040.0,7040.0,0.02713144,0.02555074,4.70472628,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,17,7480.0,7480.0,0.01981496,0.01866053,1.92528485,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,18,7920.0,7920.0,0.01871507,0.01762471,6.15516749,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,19,8360.0,8360.0,0.01654041,0.01557675,1.59165381,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,20,8800.0,8800.0,0.01556539,0.01465854,2.03572474,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,21,9240.0,9240.0,0.01286828,0.01211857,4.20423488,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,22,9680.0,9680.0,0.01188869,0.01119605,3.31591522,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,23,10120.0,10120.0,0.00983938,0.00926613,3.97280881,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,24,10560.0,10560.0,0.00938531,0.00883852,1.16644846,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,25,11000.0,11000.0,0.005845,0.00550447,5.57684156,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,26,11440.0,11440.0,0.00536828,0.00505552,4.44515392,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,27,11880.0,11880.0,0.00435958,0.00410558,5.15280991,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,28,12320.0,12320.0,0.00391657,0.00368839,1.79948982,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,29,12760.0,12760.0,0.0032298,0.00304163,3.09731738,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,30,13200.0,13200.0,0.00306252,0.00288409,2.67451526,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,31,13640.0,13640.0,0.00271914,0.00256072,4.14031019,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,32,14080.0,14080.0,0.00244193,0.00229966,4.73984539,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,33,14520.0,14520.0,0.00215369,0.00202821,2.88463984,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,34,14960.0,14960.0,0.00184357,0.00173616,5.75887667,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,35,15400.0,15400.0,0.00165936,0.00156269,2.26664498,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,36,15840.0,15840.0,0.00153253,0.00144324,0.97850939,clear_assertive_harmonic
ㄴㅝ,nasal_onset,0.0,F1,330,420,0.058,0.058,0.27301088,clarity_formant_anchor
ㄴㅝ,nasal_onset,0.0,F2,2150,1120,0.049,0.049,5.88708416,clarity_formant_anchor
ㄴㅝ,nasal_onset,0.0,F3,3200,3750,0.031,0.031,2.59337744,clarity_formant_anchor
ㄴㅝ,vowel_body,78.0,1,440.0,440.0,1.02087401,0.196147,1.3153032,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,2,880.0,880.0,0.58306106,0.66510045,0.9440382,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,3,1320.0,1320.0,0.75450912,0.50553524,0.8941531,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,4,1760.0,1760.0,0.11710916,0.93223344,4.87558082,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,5,2200.0,2200.0,0.0841085,0.16126658,5.28062869,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,6,2640.0,2640.0,0.07816494,0.08305617,4.04779063,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,7,3080.0,3080.0,0.12439453,0.09516518,2.48155099,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,8,3520.0,3520.0,0.37080665,0.28900805,3.63539234,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,9,3960.0,3960.0,0.37301593,0.47061516,1.25981898,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,10,4400.0,4400.0,0.10182036,0.1730693,1.92227301,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,11,4840.0,4840.0,0.04416699,0.05208009,5.32839431,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,12,5280.0,5280.0,0.03956736,0.04285503,2.35905833,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,13,5720.0,5720.0,0.03217961,0.03481401,1.8656759,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,14,6160.0,6160.0,0.02979608,0.03223528,1.06754998,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,15,6600.0,6600.0,0.02629434,0.02844687,0.60560175,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,16,7040.0,7040.0,0.02552598,0.02761562,2.47014347,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,17,7480.0,7480.0,0.01837677,0.01988115,2.67502637,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,18,7920.0,7920.0,0.01710909,0.0185097,1.50851489,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,19,8360.0,8360.0,0.01540245,0.01666334,3.09643142,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,20,8800.0,8800.0,0.01465156,0.01585099,6.27668624,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,21,9240.0,9240.0,0.01225471,0.01325791,0.45316137,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,22,9680.0,9680.0,0.01094967,0.01184604,1.69217817,clear_assertive_harmonic
ㄴㅝ,vowel_body,78.0,23,10120.0,10120.0,0.00932746,0.01009103,2.05155804,clear_assertive_harmonic
