unit,segment,start_ms,duration_ms,center_hz,width_hz,peak_level,seed
ㅈㅘ,affrication,12.0,55.0,4429.0,1700,0.07458336,10364869032148910463
ㅈㅙ,affrication,12.0,55.0,4429.0,1700,0.07458336,11321157646494414319
ㅈㅚ,affrication,12.0,55.0,4429.0,1700,0.07458336,12924981552960749306
ㅈㅛ,affrication,12.0,55.0,4429.0,1700,0.07458336,3551135043057296654
ㅈㅜ,affrication,12.0,55.0,4429.0,1700,0.07458336,14738191294439208351
ㅈㅝ,affrication,12.0,55.0,4429.0,1700,0.07458336,11157758761408356282
ㅈㅞ,affrication,12.0,55.0,4429.0,1700,0.07458336,286910444159314821
ㅈㅟ,affrication,12.0,55.0,4429.0,1700,0.07458336,528292352531860697
ㅈㅠ,affrication,12.0,55.0,4429.0,1700,0.07458336,10078486882265694651
ㅈㅡ,affrication,12.0,55.0,4429.0,1700,0.07458336,4219328956473756568
ㅈㅢ,affrication,12.0,55.0,4429.0,1700,0.07458336,3686658912842962164
ㅈㅣ,affrication,12.0,55.0,4429.0,1700,0.07458336,3086826255959294470
ㅉㅏ,affrication,12.0,58.0,5150.0,1550,0.1028736,9622618455921519265
ㅉㅐ,affrication,12.0,58.0,5150.0,1550,0.1028736,9412924292998767650
ㅉㅑ,affrication,12.0,58.0,5150.0,1550,0.1028736,4464063455945342985
ㅉㅒ,affrication,12.0,58.0,5150.0,1550,0.1028736,4587646798639229634
ㅉㅓ,affrication,12.0,58.0,5150.0,1550,0.1028736,10861656479293787932
ㅉㅔ,affrication,12.0,58.0,5150.0,1550,0.1028736,6775125894291994229
ㅉㅕ,affrication,12.0,58.0,5150.0,1550,0.1028736,13404822216122362642
ㅉㅖ,affrication,12.0,58.0,5150.0,1550,0.1028736,5218187496897836625
ㅉㅗ,affrication,12.0,58.0,5150.0,1550,0.1028736,1425305885763741516
ㅉㅘ,affrication,12.0,58.0,5150.0,1550,0.1028736,858458419203558994
ㅉㅙ,affrication,12.0,58.0,5150.0,1550,0.1028736,681926380979700479
ㅉㅚ,affrication,12.0,58.0,5150.0,1550,0.1028736,3990558779307532183
ㅉㅛ,affrication,12.0,58.0,5150.0,1550,0.1028736,11518232629925225411
ㅉㅜ,affrication,12.0,58.0,5150.0,1550,0.1028736,13785212268349939718
ㅉㅝ,affrication,12.0,58.0,5150.0,1550,0.1028736,10171945982136855440
ㅉㅞ,affrication,12.0,58.0,5150.0,1550,0.1028736,11385572330428087954
ㅉㅟ,affrication,12.0,58.0,5150.0,1550,0.1028736,7429640148637304913
ㅉㅠ,affrication,12.0,58.0,5150.0,1550,0.1028736,18322168262256704944
ㅉㅡ,affrication,12.0,58.0,5150.0,1550,0.1028736,3898795076184258664
ㅉㅢ,affrication,12.0,58.0,5150.0,1550,0.1028736,5067859615197922068
ㅉㅣ,affrication,12.0,58.0,5150.0,1550,0.1028736,1241052718780023105
ㅊㅏ,affrication,12.0,80.0,6077.0,1850,0.11058912,6207772639554920489
ㅊㅐ,affrication,12.0,80.0,6077.0,1850,0.11058912,7934111584486529525
ㅊㅑ,affrication,12.0,80.0,6077.0,1850,0.11058912,6637602736080053216
ㅊㅒ,affrication,12.0,80.0,6077.0,1850,0.11058912,11177294788194654482
ㅊㅓ,affrication,12.0,80.0,6077.0,1850,0.11058912,9016139787525603391
ㅊㅔ,affrication,12.0,80.0,6077.0,1850,0.11058912,16592300309208459492
ㅊㅕ,affrication,12.0,80.0,6077.0,1850,0.11058912,6415792279750625065
ㅊㅖ,affrication,12.0,80.0,6077.0,1850,0.11058912,5491973376086845664
ㅊㅗ,affrication,12.0,80.0,6077.0,1850,0.11058912,14524564318918091179
ㅊㅘ,affrication,12.0,80.0,6077.0,1850,0.11058912,13993855507965387434
ㅊㅙ,affrication,12.0,80.0,6077.0,1850,0.11058912,4694023340360884821
ㅊㅚ,affrication,12.0,80.0,6077.0,1850,0.11058912,16540532766964856794
ㅊㅛ,affrication,12.0,80.0,6077.0,1850,0.11058912,8299425836234889036
ㅊㅜ,affrication,12.0,80.0,6077.0,1850,0.11058912,9674306039295515579
ㅊㅝ,affrication,12.0,80.0,6077.0,1850,0.11058912,6731005522368304388
ㅊㅞ,affrication,12.0,80.0,6077.0,1850,0.11058912,8099221619026586088
ㅊㅟ,affrication,12.0,80.0,6077.0,1850,0.11058912,9968940838664077620
ㅊㅠ,affrication,12.0,80.0,6077.0,1850,0.11058912,15725252655532932315
ㅊㅡ,affrication,12.0,80.0,6077.0,1850,0.11058912,14370777254764351537
ㅊㅢ,affrication,12.0,80.0,6077.0,1850,0.11058912,7121505419490270809
ㅊㅣ,affrication,12.0,80.0,6077.0,1850,0.11058912,6452607906985074574
ㅋㅏ,burst,18.0,22.0,2250,1450,0.0987696,820729813196321949
ㅋㅏ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,12538345479818081881
ㅋㅐ,burst,18.0,22.0,2250,1450,0.0987696,14511876266926271552
ㅋㅐ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,15415074813254822732
ㅋㅑ,burst,18.0,22.0,2250,1450,0.0987696,15537784347759897424
ㅋㅑ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,10605525423831045324
ㅋㅒ,burst,18.0,22.0,2250,1450,0.0987696,13826084655765694534
ㅋㅒ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,221104413426300045
ㅋㅓ,burst,18.0,22.0,2250,1450,0.0987696,12398436933355978436
ㅋㅓ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,18181179181986137000
ㅋㅔ,burst,18.0,22.0,2250,1450,0.0987696,3567361300763619258
ㅋㅔ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,16908285574873358055
ㅋㅕ,burst,18.0,22.0,2250,1450,0.0987696,11917051922071932909
ㅋㅕ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,16333321478532986593
ㅋㅖ,burst,18.0,22.0,2250,1450,0.0987696,13816785787826704912
ㅋㅖ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,8155502861452719586
ㅋㅗ,burst,18.0,22.0,2250,1450,0.0987696,12974356133239199078
ㅋㅗ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,5728394020099232482
ㅋㅘ,burst,18.0,22.0,2250,1450,0.0987696,10729712040522132546
ㅋㅘ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,13683916638378599493
ㅋㅙ,burst,18.0,22.0,2250,1450,0.0987696,5597955848497864176
ㅋㅙ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,13836138161478225755
ㅋㅚ,burst,18.0,22.0,2250,1450,0.0987696,5339325249403164369
ㅋㅚ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,10362341101548215118
ㅋㅛ,burst,18.0,22.0,2250,1450,0.0987696,7430176773299242033
ㅋㅛ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,14850655860231377045
ㅋㅜ,burst,18.0,22.0,2250,1450,0.0987696,7866677945762399730
ㅋㅜ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,1661516631864952922
ㅋㅝ,burst,18.0,22.0,2250,1450,0.0987696,6872741146837329495
ㅋㅝ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,14605391559894935863
ㅋㅞ,burst,18.0,22.0,2250,1450,0.0987696,17896009368102166416
ㅋㅞ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,16950074106753433431
ㅋㅟ,burst,18.0,22.0,2250,1450,0.0987696,13224468803757626371
ㅋㅟ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,12174713326105517581
ㅋㅠ,burst,18.0,22.0,2250,1450,0.0987696,15038666517993204406
ㅋㅠ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,9482690908975148335
ㅋㅡ,burst,18.0,22.0,2250,1450,0.0987696,7272405274077486734
ㅋㅡ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,795590599322828745
ㅋㅢ,burst,18.0,22.0,2250,1450,0.0987696,14520411641015171445
ㅋㅢ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,9298474269914305125
ㅋㅣ,burst,18.0,22.0,2250,1450,0.0987696,7238595639749863788
ㅋㅣ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,2502934042315127161
ㅌㅏ,burst,18.0,22.0,4100,1700,0.1065672,17218411330891723015
ㅌㅏ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,12286271795113334989
ㅌㅐ,burst,18.0,22.0,4100,1700,0.1065672,17280117163586413393
ㅌㅐ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,12827430581720258442
ㅌㅑ,burst,18.0,22.0,4100,1700,0.1065672,16303151159037695628
ㅌㅑ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,6745847196023286837
ㅌㅒ,burst,18.0,22.0,4100,1700,0.1065672,16678656582026892022
ㅌㅒ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,14840787265732315196
ㅌㅓ,burst,18.0,22.0,4100,1700,0.1065672,3201855607154863622
ㅌㅓ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,12734750130192164311
ㅌㅔ,burst,18.0,22.0,4100,1700,0.1065672,17585392186353592909
ㅌㅔ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,14687254894058936
ㅌㅕ,burst,18.0,22.0,4100,1700,0.1065672,16901128611870610850
ㅌㅕ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,2043475909076001382
ㅌㅖ,burst,18.0,22.0,4100,1700,0.1065672,1219495576881145311
ㅌㅖ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,10967144204685739881
ㅌㅗ,burst,18.0,22.0,4100,1700,0.1065672,6548716561132910851
ㅌㅗ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,961666756404190376
ㅌㅘ,burst,18.0,22.0,4100,1700,0.1065672,208619918831783158
ㅌㅘ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,9570279797523864554
ㅌㅙ,burst,18.0,22.0,4100,1700,0.1065672,7755365967921780126
ㅌㅙ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,1911328844328311279
ㅌㅚ,burst,18.0,22.0,4100,1700,0.1065672,143208474632822280
ㅌㅚ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,16566973681496578389
ㅌㅛ,burst,18.0,22.0,4100,1700,0.1065672,10193366103086258359
ㅌㅛ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,13512282482248468160
ㅌㅜ,burst,18.0,22.0,4100,1700,0.1065672,7092829324829526939
ㅌㅜ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,15671125858388890359
ㅌㅝ,burst,18.0,22.0,4100,1700,0.1065672,9279537436113418477
ㅌㅝ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,10782807116897868657
ㅌㅞ,burst,18.0,22.0,4100,1700,0.1065672,13665407198371915438
ㅌㅞ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,11343463312169386830
ㅌㅟ,burst,18.0,22.0,4100,1700,0.1065672,13409220122607404642
ㅌㅟ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,6808855319387598464
ㅌㅠ,burst,18.0,22.0,4100,1700,0.1065672,5753803189446866100
ㅌㅠ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,7199919041874644381
ㅌㅡ,burst,18.0,22.0,4100,1700,0.1065672,5453113056028037383
ㅌㅡ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,8302204976035972530
ㅌㅢ,burst,18.0,22.0,4100,1700,0.1065672,17310954191883899436
ㅌㅢ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,5531464226475905962
ㅌㅣ,burst,18.0,22.0,4100,1700,0.1065672,7584027417767493068
ㅌㅣ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,14984875793258426180
ㅍㅏ,burst,18.0,22.0,1600,1200,0.103968,12744884908629535457
ㅍㅏ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,8319234440284024668
ㅍㅐ,burst,18.0,22.0,1600,1200,0.103968,6252439673607522901
ㅍㅐ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,6878193834633548992
ㅍㅑ,burst,18.0,22.0,1600,1200,0.103968,4006157958741045564
ㅍㅑ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,10418097783850010025
ㅍㅒ,burst,18.0,22.0,1600,1200,0.103968,12261000456673185956
ㅍㅒ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,5607639422156955758
ㅍㅓ,burst,18.0,22.0,1600,1200,0.103968,6979701263554533071
ㅍㅓ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,7826853247077376478
ㅍㅔ,burst,18.0,22.0,1600,1200,0.103968,8115526982457036487
ㅍㅔ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,1503270524526335655
ㅍㅕ,burst,18.0,22.0,1600,1200,0.103968,10034003501991791043
ㅍㅕ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,16114106430212412694
ㅍㅖ,burst,18.0,22.0,1600,1200,0.103968,5835914720783038084
ㅍㅖ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,15477009839727952355
ㅍㅗ,burst,18.0,22.0,1600,1200,0.103968,6215541919892979727
ㅍㅗ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,1496582963641721662
ㅍㅘ,burst,18.0,22.0,1600,1200,0.103968,8874265542935815783
ㅍㅘ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,10060379199147833270
ㅍㅙ,burst,18.0,22.0,1600,1200,0.103968,14895433159974002368
ㅍㅙ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,6296038549556817243
ㅍㅚ,burst,18.0,22.0,1600,1200,0.103968,15728141148389921230
ㅍㅚ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,11963229675797408252
ㅍㅛ,burst,18.0,22.0,1600,1200,0.103968,14910242713851735280
ㅍㅛ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,11001147156496077652
ㅍㅜ,burst,18.0,22.0,1600,1200,0.103968,10593220290578578677
ㅍㅜ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,14449253937731400803
ㅍㅝ,burst,18.0,22.0,1600,1200,0.103968,17150405215289277997
ㅍㅝ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,12236824716161512377
ㅍㅞ,burst,18.0,22.0,1600,1200,0.103968,17906772390214587477
ㅍㅞ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,7461656864458778912
ㅍㅟ,burst,18.0,22.0,1600,1200,0.103968,9928358821619173927
ㅍㅟ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,822002453185193413
ㅍㅠ,burst,18.0,22.0,1600,1200,0.103968,7358486478273539883
ㅍㅠ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,7599616801998218204
ㅍㅡ,burst,18.0,22.0,1600,1200,0.103968,10485971718053272036
ㅍㅡ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,2264893104026548550
ㅍㅢ,burst,18.0,22.0,1600,1200,0.103968,13711054092451785851
ㅍㅢ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,16299808138526799443
ㅍㅣ,burst,18.0,22.0,1600,1200,0.103968,7271136741359439151
ㅍㅣ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,6908212691949001351
ㅎㅏ,friction,0.0,91.52,3240.0,2700,0.0714096,63809150355361288
ㅎㅐ,friction,0.0,91.52,3240.0,2700,0.0714096,6741686139813558837
ㅎㅑ,friction,0.0,91.52,3240.0,2700,0.0714096,8028462854914355598
ㅎㅒ,friction,0.0,91.52,3240.0,2700,0.0714096,5012054335309298772
ㅎㅓ,friction,0.0,91.52,3240.0,2700,0.0714096,5131113602169796127
ㅎㅔ,friction,0.0,91.52,3240.0,2700,0.0714096,17225764475654958464
ㅎㅕ,friction,0.0,91.52,3240.0,2700,0.0714096,12075122178141697306
ㅎㅖ,friction,0.0,91.52,3240.0,2700,0.0714096,3329582181323349918
ㅎㅗ,friction,0.0,91.52,3240.0,2700,0.0714096,10122784542692111284
ㅎㅘ,friction,0.0,91.52,3240.0,2700,0.0714096,14222529193005017625
ㅎㅙ,friction,0.0,91.52,3240.0,2700,0.0714096,10351237839727675661
ㅎㅚ,friction,0.0,91.52,3240.0,2700,0.0714096,11093996337140691303
ㅎㅛ,friction,0.0,91.52,3240.0,2700,0.0714096,1971772467877464470
ㅎㅜ,friction,0.0,91.52,3240.0,2700,0.0714096,1259779998745386086
ㅎㅝ,friction,0.0,91.52,3240.0,2700,0.0714096,3543240244370172437
ㅎㅞ,friction,0.0,91.52,3240.0,2700,0.0714096,6463653829118574457
ㅎㅟ,friction,0.0,91.52,3240.0,2700,0.0714096,11578448123042096739
ㅎㅠ,friction,0.0,91.52,3240.0,2700,0.0714096,17271354449475097136
ㅎㅡ,friction,0.0,91.52,3240.0,2700,0.0714096,16778135494198124371
ㅎㅢ,friction,0.0,91.52,3240.0,2700,0.0714096,14505757650427659740
ㅎㅣ,friction,0.0,91.52,3240.0,2700,0.0714096,13483318302836221596
ㅏ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,611066146251240612
ㅏ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,7510502518076943743
ㅏ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,17686834482256847623
ㅏ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,9429897850915761291
ㅏ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,7666410535378362233
ㅏ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,16201618767383221591
ㅏ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,6031962368589435434
ㅏ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,18183723288696062673
ㅏ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,11941752926048318747
ㅏ-ㅂ,burst,18.0,22.0,900,700,0.06498,4867098032941794525
ㅏ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,11860931457689243607
ㅏ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,3599969477030021025
ㅏ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,11410182024026653223
ㅏ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,10959893039903106349
ㅏ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,16270875112488709061
ㅏ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,17445373169905943212
ㅏ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,12413821089374775511
ㅏ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,14444033156207247607
ㅏ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,13844787701151845872
ㅏ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,4650790746223092955
ㅏ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,12959608639536473464
ㅏ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,12278177017837510801
ㅏ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,7174171289649493519
ㅏ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,17097635034791234349
ㅏ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,1409717450025313001
ㅐ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,7603127566499355488
ㅐ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,16861796962199713164
ㅐ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,3141188774132716292
ㅐ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,11001295209000043641
ㅐ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,14792967612549543699
ㅐ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,18132172398056764656
ㅐ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,3949377294038411012
ㅐ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,17460557310868500
ㅐ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,11897198923321496468
ㅐ-ㅂ,burst,18.0,22.0,900,700,0.06498,5353179108017552729
ㅐ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,11491618953116221642
ㅐ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,12566181454797846345
ㅐ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,3875585724798340141
ㅐ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,9719430046550393449
ㅐ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,11508501252909580115
ㅐ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,7643234805103312140
ㅐ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,1121916378320471195
ㅐ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,16111283553486021250
ㅐ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,8433231997072392058
ㅐ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,840929137081974765
ㅐ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,14566090538169001016
ㅐ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,10580855192404463850
ㅐ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,15712341007985218562
ㅐ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,17790575950515432020
ㅐ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,14952217491648238900
ㅑ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,11547785128501345433
ㅑ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,9176190938907504771
ㅑ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,13596890504351665598
ㅑ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,15594351844918958214
ㅑ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,2951396317041619708
ㅑ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,6498341050963391523
ㅑ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,59683307427175840
ㅑ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,1405351920501500947
ㅑ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,9942018317146674787
ㅑ-ㅂ,burst,18.0,22.0,900,700,0.06498,7088922806141020719
ㅑ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,11780485080089849461
ㅑ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,8945847735072942730
ㅑ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,13146094734232906302
ㅑ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,891006308559343769
ㅑ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,7334819068775463329
ㅑ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,10953293867377423792
ㅑ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,11188017040283847262
ㅑ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,451150523341697146
ㅑ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,11868805268841559231
ㅑ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,9667616659738884986
ㅑ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,3195059849968924108
ㅑ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,1777221707149196583
ㅑ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,5117967762209810584
ㅑ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,4043380403672540834
ㅑ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,2825630008560985575
ㅒ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,9610791747051836313
ㅒ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,6489356721331890588
ㅒ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,457838270788808319
ㅒ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,668103709997677413
ㅒ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,12804671425664666701
ㅒ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,15772469704072168157
ㅒ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,9922988877993592473
ㅒ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,9438892415030096336
ㅒ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,17122378399306223296
ㅒ-ㅂ,burst,18.0,22.0,900,700,0.06498,1703556756523846252
ㅒ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,1364893465908177218
ㅒ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,7920313317363510188
ㅒ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,15558152936753893064
ㅒ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,12324468417811142497
ㅒ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,8077571942351194247
ㅒ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,5031959459553810856
ㅒ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,3354008161359110
ㅒ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,5544026268311278483
ㅒ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,3912115003669244808
ㅒ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,4219056847917189680
ㅒ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,5253006133256635348
ㅒ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,15634974861733340761
ㅒ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,12910376290524681602
ㅒ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,7686367193915508537
ㅒ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,8711394960703519209
ㅓ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,2707893684099496934
ㅓ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,4007808453492318822
ㅓ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,17032865889051593098
ㅓ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,12519862862414334739
ㅓ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,4796510747662007786
ㅓ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,17386130734186284945
ㅓ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,2144487064145322970
ㅓ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,15494050441270289892
ㅓ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,6078694653182503226
ㅓ-ㅂ,burst,18.0,22.0,900,700,0.06498,14971832021333463477
ㅓ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,2937972964913147483
ㅓ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,17674595293383494428
ㅓ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,233338712467406945
ㅓ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,14713054269490328762
ㅓ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,16946764908824264502
