unit,segment,start_ms,duration_ms,center_hz,width_hz,peak_level,seed
ㅟ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,3144636544277320536
ㅟ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,10579047546811322166
ㅟ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,2526410499079589824
ㅟ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,15589204586960738188
ㅟ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,4935076457401153267
ㅟ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,18124479840329335659
ㅠ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,15826998276861572612
ㅠ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,12902821037675918807
ㅠ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,12664457898436142071
ㅠ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,7242530326465551448
ㅠ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,3231357773726842773
ㅠ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,13495421857713012246
ㅠ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,8988192959730910560
ㅠ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,4433403723805531491
ㅠ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,17876566477104468601
ㅠ-ㅂ,burst,18.0,22.0,900,700,0.06498,13211534153850507320
ㅠ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,16229816032140616194
ㅠ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,14512046804326736662
ㅠ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,6130349773484205169
ㅠ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,17359880319930653805
ㅠ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,379423803589333293
ㅠ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,9108636560688985078
ㅠ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,16897417874428146601
ㅠ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,9281335288144975342
ㅠ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,6700942369461403454
ㅠ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,16502464055850211853
ㅠ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,2965908386250332244
ㅠ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,15636877610736084623
ㅠ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,7180013149640259664
ㅠ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,1210302118447013412
ㅠ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,17517738193323509473
ㅡ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,5561901911190340253
ㅡ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,1453347817704731467
ㅡ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,8472398301276091429
ㅡ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,15854383838350432677
ㅡ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,2157880535381028373
ㅡ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,8895830139625245200
ㅡ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,17831129879946474584
ㅡ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,15763670326564149491
ㅡ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,948172200579296528
ㅡ-ㅂ,burst,18.0,22.0,900,700,0.06498,16386807417370845902
ㅡ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,3334006400453965321
ㅡ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,17583127500320071256
ㅡ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,17922391689903538539
ㅡ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,16881772111935162510
ㅡ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,1172483310121791452
ㅡ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,1004804383435865196
ㅡ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,17089808243349891529
ㅡ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,14624194749669175411
ㅡ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,944809023746861866
ㅡ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,14326655292056196815
ㅡ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,15823322514489399622
ㅡ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,12359971060482748297
ㅡ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,12215127018272045718
ㅡ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,15063400312095162905
ㅡ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,523794080005631972
ㅢ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,2145768757355812262
ㅢ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,11211756770578926883
ㅢ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,8224383193458204858
ㅢ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,16056369228606996594
ㅢ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,14651136075480430514
ㅢ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,10422015657339693451
ㅢ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,4330609200070734034
ㅢ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,5424650479485418226
ㅢ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,8164343318633690941
ㅢ-ㅂ,burst,18.0,22.0,900,700,0.06498,6056055110710744848
ㅢ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,15570470806817999665
ㅢ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,17052349267039398195
ㅢ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,15840022314422208126
ㅢ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,9580948768557798382
ㅢ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,14083089969632504762
ㅢ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,15128004450434602204
ㅢ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,787629726329783060
ㅢ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,5308301530644177060
ㅢ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,18217973761339428679
ㅢ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,11461220788526796881
ㅢ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,15960227146145668912
ㅢ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,4836182932509977865
ㅢ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1787462008996237871
ㅢ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,4455323681653683267
ㅢ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,13623767193158012788
ㅣ-ㄱ,burst,18.0,22.0,1450,900,0.0623808,3711806904921831606
ㅣ-ㄱ,aspiration,32.0,16.56,1812.5,1215.0,0.03430944,13492289940706560301
ㅣ-ㄲ,burst,10.0,22.0,1750,850,0.0935712,1138487167219122472
ㅣ-ㄲ,aspiration,24.0,12.88,2187.5,1147.5,0.05146416,2684426230219375825
ㅣ-ㄷ,burst,18.0,22.0,3200,1200,0.0701784,1584596614209450507
ㅣ-ㄷ,aspiration,32.0,14.72,4000.0,1620.0,0.03859812,1030082358250535064
ㅣ-ㄸ,burst,10.0,22.0,3600,1150,0.1013688,11984090004200474032
ㅣ-ㄸ,aspiration,24.0,11.96,4500.0,1552.5,0.05575284,14805800521852991567
ㅣ-ㄹ,liquid_tap,18.0,10.0,1800,1000,0.032832,2535289702903979653
ㅣ-ㅂ,burst,18.0,22.0,900,700,0.06498,2942493753350159908
ㅣ-ㅂ,aspiration,32.0,15.64,1125.0,945.0000000000001,0.035739,14677645356485088097
ㅣ-ㅃ,burst,10.0,22.0,1150,650,0.0987696,7077264840892094375
ㅣ-ㅃ,aspiration,24.0,11.96,1437.5,877.5000000000001,0.05432328,2174768358214872269
ㅣ-ㅅ,friction,0.0,72.8,6180.0,2100,0.0640224,1212832022382743298
ㅣ-ㅆ,friction,0.0,85.28,7107.0,1800,0.0935712,11327655156682301865
ㅣ-ㅈ,affrication,12.0,55.0,4429.0,1700,0.07458336,15152437839333125878
ㅣ-ㅉ,affrication,12.0,58.0,5150.0,1550,0.1028736,5721740512033116234
ㅣ-ㅊ,affrication,12.0,80.0,6077.0,1850,0.11058912,5745948465577958970
ㅣ-ㅋ,burst,18.0,22.0,2250,1450,0.0987696,8758765262647052349
ㅣ-ㅋ,aspiration,32.0,41.4,2812.5,1957.5000000000002,0.05432328,15912784767796372581
ㅣ-ㅌ,burst,18.0,22.0,4100,1700,0.1065672,15388619084038252496
ㅣ-ㅌ,aspiration,32.0,39.56,5125.0,2295.0,0.05861196,3909663242840761188
ㅣ-ㅍ,burst,18.0,22.0,1600,1200,0.103968,1845616855490449241
ㅣ-ㅍ,aspiration,32.0,43.24,2000.0,1620.0,0.0571824,16246440836579213174
ㅣ-ㅎ,friction,0.0,91.52,3240.0,2700,0.0714096,5961199844668798632
ㅏㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,7029203567405944514
ㅏㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,3638638456803003321
ㅏㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,18102551285410954550
ㅐㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,2774281745584034296
ㅐㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,10286046684705009812
ㅐㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,16403109364168066747
ㅑㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,13989682636747378631
ㅑㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,8382419624828061550
ㅑㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,15631236135973729540
ㅒㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,4085887132100966425
ㅒㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,12121089016976958412
ㅒㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,10285101982400047226
ㅓㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,14113655590047190441
ㅓㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,2926447526694431388
ㅓㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,14142169354484493410
ㅔㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,3686851464559327650
ㅔㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,1286953956320895827
ㅔㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,6159186705598436568
ㅕㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,11399960545717425409
ㅕㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,4779295873521754301
ㅕㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,16011268133837030229
ㅖㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,2808931831455476922
ㅖㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,15221212596842745037
ㅖㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,6986902772467787178
ㅗㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,6325374195450535133
ㅗㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,4987132667373176752
ㅗㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,7086305154220844255
ㅘㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,13644719312228649600
ㅘㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,7479088458489584186
ㅘㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,11285009048345111279
ㅙㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,11343119928818750156
ㅙㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,348859412670462062
ㅙㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,5701433962522106216
ㅚㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,12182675993725556097
ㅚㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,4120808897778216766
ㅚㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,2926268157201112624
ㅛㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,5629310173283149561
ㅛㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,11345807310532013086
ㅛㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,9231701502265537343
ㅜㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,16805878455895133452
ㅜㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,9626308020115032693
ㅜㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,11321145266396066654
ㅝㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,11297200253007537176
ㅝㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,13182135867181531110
ㅝㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,8096336251542831469
ㅞㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,5076220468281388581
ㅞㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,11845177062697771460
ㅞㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,9364783266523517559
ㅟㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,10021378413466771485
ㅟㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,10052057580914707081
ㅟㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,12808667155480881254
ㅠㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,6746407086034360069
ㅠㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,2850436224761917140
ㅠㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,8078415678969468139
ㅡㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,10442118066754710434
ㅡㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,5806655756569703165
ㅡㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,16589624508811423574
ㅢㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,942081717396078478
ㅢㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,3971742599243585872
ㅢㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,5591222055780104157
ㅣㄱ,unreleased_coda,124.0,10.0,1450,900,0.00436666,2717816913377858500
ㅣㄷ,unreleased_coda,124.0,10.0,3200,1200,0.00491249,6799729007498070648
ㅣㅂ,unreleased_coda,124.0,10.0,900,700,0.0045486,12179535578144784069
