alias,syllable,onset,vowel,variant,file,duration_s,peak,rms,crest_db,zero_crossing_rate,spectral_centroid_hz,energy_ratio_above_4khz
ㅇㅘ,와,ㅇ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\와.wav,0.3929932,0.8641095,0.34288992,8.02828113,0.09959608,2315.47256514,0.13355414
ㅇㅙ,왜,ㅇ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\왜.wav,0.3929932,0.85995483,0.26068462,10.36720464,0.09671091,2451.96904094,0.15945584
ㅇㅙ,왜,ㅇ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\왜.wav,0.3929932,0.86564744,0.30495595,9.06207891,0.09578765,2457.03721514,0.16556423
ㅇㅚ,외,ㅇ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\외.wav,0.3929932,0.85995483,0.33539909,8.17827511,0.10409694,2648.5393694,0.19423995
ㅇㅚ,외,ㅇ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\외.wav,0.3929932,0.86362116,0.3842201,7.03486386,0.10351991,2687.02760332,0.20102808
ㅇㅛ,요,ㅇ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\요.wav,0.3929932,0.85995483,0.3124858,8.79290702,0.10386613,2996.29745032,0.26378969
ㅇㅛ,요,ㅇ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\요.wav,0.3929932,0.86316727,0.35915866,7.61617232,0.10328909,3081.64568187,0.27271983
ㅇㅜ,우,ㅇ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\우.wav,0.3929932,0.85995483,0.30140031,9.10663892,0.08020773,2305.51588166,0.12743467
ㅇㅜ,우,ㅇ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\우.wav,0.3929932,0.86402626,0.34720336,7.91886046,0.08015003,2238.77976522,0.12223949
ㅇㅝ,워,ㅇ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\워.wav,0.3929932,0.85995483,0.33732807,8.12846319,0.07859204,2339.54417457,0.12130643
ㅇㅝ,워,ㅇ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\워.wav,0.3929932,0.85174956,0.3856861,6.88155858,0.07749567,2377.437215,0.1303809
ㅇㅞ,웨,ㅇ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\웨.wav,0.3929932,0.85995483,0.28588126,9.56579915,0.08724755,2522.56416662,0.16942497
ㅇㅞ,웨,ㅇ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\웨.wav,0.3929932,0.86462224,0.32961694,8.37633758,0.086382,2565.52369054,0.18259108
ㅇㅟ,위,ㅇ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\위.wav,0.3929932,0.85995483,0.2993051,9.1672305,0.08366994,2633.67720752,0.1930411
ㅇㅟ,위,ㅇ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\위.wav,0.3929932,0.86380901,0.34815318,7.89294724,0.08274668,2676.13106501,0.19877541
ㅇㅠ,유,ㅇ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\유.wav,0.3929932,0.85995483,0.36285034,7.49496212,0.10075014,2915.08911805,0.25049759
ㅇㅠ,유,ㅇ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\유.wav,0.3929932,0.86486269,0.41226038,6.4355113,0.10023081,3034.65314,0.263563
ㅇㅡ,으,ㅇ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\으.wav,0.3929932,0.85995483,0.29665863,9.24437319,0.0915176,2726.19991516,0.18795167
ㅇㅡ,으,ㅇ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\으.wav,0.3929932,0.86232018,0.3417863,8.03827789,0.09128679,2675.99836637,0.18145217
ㅇㅢ,의,ㅇ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\의.wav,0.3929932,0.85995483,0.32502647,8.4511381,0.10490479,3033.28720652,0.24273373
ㅇㅢ,의,ㅇ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\의.wav,0.3929932,0.85648705,0.37270258,7.22716818,0.10398153,3130.38592716,0.25464196
ㅇㅣ,이,ㅇ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅇ\이.wav,0.3929932,0.85995483,0.38852422,6.90115089,0.10721293,3297.54065328,0.32677878
ㅇㅣ,이,ㅇ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅇ\이.wav,0.3929932,0.86559489,0.43399084,5.99668242,0.10490479,3486.800064,0.34224414
ㅈㅏ,자,ㅈ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\자.wav,0.43498866,0.85995483,0.28741044,9.51946196,0.12073819,2741.09478842,0.17006007
ㅈㅏ,자,ㅈ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\자.wav,0.43498866,0.86415757,0.33553934,8.21698994,0.12386612,2709.65729039,0.16978899
ㅈㅐ,재,ㅈ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\재.wav,0.43498866,0.85995483,0.27154277,10.01274796,0.13199875,3054.31973032,0.22390773
ㅈㅐ,재,ㅈ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\재.wav,0.43498866,0.86424222,0.31791764,8.68641714,0.13460536,3043.44384886,0.22154962
ㅈㅑ,쟈,ㅈ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\쟈.wav,0.43498866,0.85995483,0.20425191,12.48619033,0.12219789,3041.4436417,0.25706816
ㅈㅑ,쟈,ㅈ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\쟈.wav,0.43498866,0.86040104,0.24427225,10.93653576,0.12589928,3052.18622979,0.25681023
ㅈㅒ,쟤,ㅈ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\쟤.wav,0.43498866,0.85995483,0.23968371,11.09674244,0.11761026,3082.76261858,0.27836361
ㅈㅒ,쟤,ㅈ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\쟤.wav,0.43498866,0.86045653,0.2801735,9.74603769,0.11969555,3149.21366315,0.28403886
ㅈㅓ,저,ㅈ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\저.wav,0.43498866,0.85995483,0.24320796,10.96995714,0.10176207,2727.43131796,0.17006488
ㅈㅓ,저,ㅈ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\저.wav,0.43498866,0.8631521,0.28729675,9.55513241,0.10561985,2711.86309705,0.16792727
ㅈㅔ,제,ㅈ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\제.wav,0.43498866,0.85995483,0.23561382,11.24549777,0.1388802,3108.71985203,0.24556695
ㅈㅔ,제,ㅈ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\제.wav,0.43498866,0.86069825,0.27857662,9.79812505,0.14305078,3114.7665725,0.2435428
ㅈㅕ,져,ㅈ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\져.wav,0.43498866,0.85995483,0.23453466,11.28537216,0.10697529,3022.03307628,0.27621759
ㅈㅕ,져,ㅈ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\져.wav,0.43498866,0.86205441,0.27807263,9.82752854,0.11015535,3041.67075682,0.27301828
ㅈㅖ,졔,ㅈ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\졔.wav,0.43498866,0.85995483,0.28700006,9.53187294,0.11656762,3158.12882849,0.30123727
ㅈㅖ,졔,ㅈ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\졔.wav,0.43498866,0.86279494,0.33342132,8.25828458,0.1189657,3181.31945828,0.30128039
ㅈㅗ,조,ㅈ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\조.wav,0.43498866,0.85995483,0.27871658,9.78625684,0.08747784,2480.90878099,0.14034522
ㅈㅗ,조,ㅈ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\조.wav,0.43498866,0.86238343,0.32644699,8.43775463,0.09071004,2449.79812577,0.14085999
ㅈㅘ,좌,ㅈ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\좌.wav,0.43498866,0.85995483,0.27491541,9.90553104,0.09018872,2298.48568183,0.12137619
ㅈㅘ,좌,ㅈ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\좌.wav,0.43498866,0.86503882,0.32086662,8.6142212,0.09362944,2293.00554039,0.12590679
ㅈㅙ,좨,ㅈ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\좨.wav,0.43498866,0.85995483,0.27542393,9.88947928,0.10989469,2422.22048441,0.14382107
ㅈㅙ,좨,ㅈ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\좨.wav,0.43498866,0.86594639,0.31956419,8.65865794,0.11177145,2432.61947792,0.14681705
ㅈㅚ,죄,ㅈ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\죄.wav,0.43498866,0.85995483,0.26987566,10.06623842,0.11406527,2392.88148135,0.15676842
ㅈㅚ,죄,ㅈ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\죄.wav,0.43498866,0.86268553,0.3112906,8.85373021,0.11755813,2382.6780838,0.15473542
ㅈㅛ,죠,ㅈ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\죠.wav,0.43498866,0.85995483,0.23688527,11.1987517,0.11500365,3081.29767949,0.24684165
ㅈㅛ,죠,ㅈ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\죠.wav,0.43498866,0.85725455,0.28144448,9.67434123,0.11912209,3080.8239952,0.2447717
ㅈㅜ,주,ㅈ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\주.wav,0.43498866,0.85995483,0.30502966,9.00267149,0.07767699,2104.47523194,0.10928076
ㅈㅜ,주,ㅈ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\주.wav,0.43498866,0.86262543,0.35455748,7.72271216,0.08137838,2072.05961081,0.10826845
ㅈㅝ,줘,ㅈ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\줘.wav,0.43498866,0.85995483,0.2208687,11.80682943,0.08925034,2239.08424394,0.11048833
ㅈㅝ,줘,ㅈ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\줘.wav,0.43498866,0.86257038,0.26245124,10.3349183,0.09185695,2194.31393539,0.10826006
ㅈㅞ,줴,ㅈ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\줴.wav,0.43498866,0.85995483,0.28216198,9.67954296,0.08737358,2509.97008117,0.16314424
ㅈㅞ,줴,ㅈ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\줴.wav,0.43498866,0.86288684,0.33121119,8.31697676,0.09149202,2498.96457735,0.1594055
ㅈㅟ,쥐,ㅈ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\쥐.wav,0.43498866,0.85995483,0.24158743,11.02802601,0.09508915,2283.03667479,0.15007012
ㅈㅟ,쥐,ㅈ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\쥐.wav,0.43498866,0.86232003,0.28729015,9.54695458,0.09795642,2249.54257961,0.14880433
ㅈㅠ,쥬,ㅈ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\쥬.wav,0.43498866,0.85995483,0.22568644,11.61940367,0.08779064,2922.0892028,0.26244484
ㅈㅠ,쥬,ㅈ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\쥬.wav,0.43498866,0.86207084,0.26828488,10.13893505,0.09164842,2896.33887654,0.25482487
ㅈㅡ,즈,ㅈ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\즈.wav,0.43498866,0.85995483,0.32994551,8.32066835,0.10624544,2806.96826216,0.19975258
ㅈㅡ,즈,ㅈ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\즈.wav,0.43498866,0.86280759,0.37251358,7.29543683,0.11067668,2900.52977005,0.21924085
ㅈㅢ,즤,ㅈ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\즤.wav,0.43498866,0.85995483,0.27438243,9.92238688,0.12824523,2829.15896747,0.21560812
ㅈㅢ,즤,ㅈ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\즤.wav,0.43498866,0.86458776,0.31804846,8.68631555,0.1298092,2788.50665773,0.2057534
ㅈㅣ,지,ㅈ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅈ\지.wav,0.43498866,0.85995483,0.30280175,9.06634534,0.12522156,3279.15843278,0.31988619
ㅈㅣ,지,ㅈ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅈ\지.wav,0.43498866,0.86634967,0.34815131,7.91850349,0.12876655,3304.15873752,0.31824019
ㅉㅏ,짜,ㅉ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\짜.wav,0.43798186,0.85995483,0.20466352,12.46870415,0.12084498,2735.98682775,0.17572815
ㅉㅏ,짜,ㅉ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\짜.wav,0.43798186,0.86279404,0.24333077,10.99420205,0.12431397,2701.08054758,0.17161501
ㅉㅐ,째,ㅉ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\째.wav,0.43798186,0.85995483,0.2515035,10.67863218,0.11597805,2994.21146086,0.23536198
ㅉㅐ,째,ㅉ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\째.wav,0.43798186,0.86317733,0.29880692,9.21418758,0.11949881,2996.23222907,0.23697341
ㅉㅑ,쨔,ㅉ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쨔.wav,0.43798186,0.85995483,0.25038853,10.71722434,0.12695454,2975.96664543,0.25948192
ㅉㅑ,쨔,ㅉ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쨔.wav,0.43798186,0.85851099,0.29455614,9.29155553,0.12918091,3013.32774442,0.25826878
ㅉㅒ,쨰,ㅉ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쨰.wav,0.43798186,0.85995483,0.24077049,11.05744762,0.1386559,3022.30482067,0.26531429
ㅉㅒ,쨰,ㅉ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쨰.wav,0.43798186,0.86176622,0.28458662,9.62349965,0.14134824,3045.17324505,0.26724949
ㅉㅓ,쩌,ㅉ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쩌.wav,0.43798186,0.85995483,0.2697016,10.07184243,0.09640675,2639.26199456,0.14722052
ㅉㅓ,쩌,ㅉ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쩌.wav,0.43798186,0.8625858,0.32045226,8.60077931,0.10034172,2591.1687898,0.14077153
ㅉㅔ,쩨,ㅉ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쩨.wav,0.43798186,0.85995483,0.21239243,12.14673215,0.11131821,3251.27618837,0.3010304
ㅉㅔ,쩨,ㅉ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쩨.wav,0.43798186,0.86465455,0.2529334,10.67672913,0.11546029,3267.05916996,0.29955706
ㅉㅕ,쪄,ㅉ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쪄.wav,0.43798186,0.85995483,0.25258215,10.64145969,0.12912913,3119.40938766,0.27514083
ㅉㅕ,쪄,ㅉ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쪄.wav,0.43798186,0.85589027,0.29654503,9.20654889,0.13249456,3163.88238355,0.27574306
ㅉㅖ,쪠,ㅉ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쪠.wav,0.43798186,0.85995483,0.21413466,12.0757736,0.12415864,3019.51554211,0.26539707
ㅉㅖ,쪠,ㅉ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쪠.wav,0.43798186,0.86243075,0.25551176,10.56626674,0.12716164,3018.41830485,0.26059225
ㅉㅗ,쪼,ㅉ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쪼.wav,0.43798186,0.85995483,0.26760212,10.13972174,0.09588899,2329.36206131,0.1310098
ㅉㅗ,쪼,ㅉ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쪼.wav,0.43798186,0.86235785,0.31104213,8.85736597,0.10013462,2255.6436146,0.12177524
ㅉㅘ,쫘,ㅉ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쫘.wav,0.43798186,0.85995483,0.2560752,10.52216252,0.12301957,2312.10105072,0.12691599
ㅉㅘ,쫘,ㅉ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쫘.wav,0.43798186,0.86303815,0.28925571,9.49496108,0.12607435,2325.37848703,0.13136799
ㅉㅙ,쫴,ㅉ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쫴.wav,0.43798186,0.85995483,0.20404513,12.49498821,0.10241276,2492.89200807,0.15520763
ㅉㅙ,쫴,ㅉ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쫴.wav,0.43798186,0.86325508,0.24450509,10.95702462,0.10582997,2441.24708631,0.14813111
ㅉㅚ,쬐,ㅉ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쬐.wav,0.43798186,0.85995483,0.20528752,12.44226199,0.10893652,2445.82704537,0.16142415
ㅉㅚ,쬐,ㅉ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쬐.wav,0.43798186,0.8635369,0.24513683,10.93744679,0.11235373,2388.18065149,0.15337303
ㅉㅛ,쬬,ㅉ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쬬.wav,0.43798186,0.85995483,0.24672676,10.84518759,0.10127369,3074.77090109,0.28083641
ㅉㅛ,쬬,ㅉ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쬬.wav,0.43798186,0.85789057,0.29318663,9.32575456,0.10365538,3086.1485641,0.27938027
ㅉㅜ,쭈,ㅉ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쭈.wav,0.43798186,0.85995483,0.2834302,9.64059052,0.08253081,2343.60584704,0.11871913
ㅉㅜ,쭈,ㅉ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쭈.wav,0.43798186,0.86248093,0.32690898,8.42645286,0.08506783,2306.44792268,0.11534534
ㅉㅝ,쭤,ㅉ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쭤.wav,0.43798186,0.85995483,0.27734883,9.82898618,0.10738325,2309.84354249,0.11855162
ㅉㅝ,쭤,ㅉ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쭤.wav,0.43798186,0.86190696,0.32312475,8.52180324,0.11111111,2298.23032945,0.11706365
ㅉㅞ,쮀,ㅉ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쮀.wav,0.43798186,0.85995483,0.21407274,12.07828539,0.1102827,2343.87427888,0.14178324
ㅉㅞ,쮀,ㅉ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쮀.wav,0.43798186,0.86445613,0.25518358,10.59780458,0.11344103,2314.58555278,0.13958706
ㅉㅟ,쮜,ㅉ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쮜.wav,0.43798186,0.85995483,0.23757819,11.17338131,0.09495703,2389.4182901,0.15277387
ㅉㅟ,쮜,ㅉ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쮜.wav,0.43798186,0.86630328,0.28369471,9.69637455,0.09837424,2345.9861138,0.14690963
ㅉㅠ,쮸,ㅉ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쮸.wav,0.43798186,0.85995483,0.27298238,9.96682053,0.12602257,3027.80012805,0.25730859
ㅉㅠ,쮸,ㅉ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쮸.wav,0.43798186,0.86328309,0.31690657,8.70443992,0.12804183,3083.91017927,0.25953414
ㅉㅡ,쯔,ㅉ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쯔.wav,0.43798186,0.85995483,0.26121258,10.34963105,0.11007559,2652.53173876,0.18084749
ㅉㅡ,쯔,ㅉ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쯔.wav,0.43798186,0.8625266,0.30722776,8.9662407,0.11225018,2614.94746033,0.17846798
ㅉㅢ,쯰,ㅉ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\쯰.wav,0.43798186,0.85995483,0.27237571,9.98614535,0.10738325,2830.1173711,0.20945001
ㅉㅢ,쯰,ㅉ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\쯰.wav,0.43798186,0.86082548,0.31661557,8.68765681,0.11017914,2862.79673717,0.21501261
ㅉㅣ,찌,ㅉ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅉ\찌.wav,0.43798186,0.85995483,0.25880732,10.42998186,0.1442477,3067.51358761,0.26738312
ㅉㅣ,찌,ㅉ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅉ\찌.wav,0.43798186,0.86306271,0.29823554,9.22965915,0.14590453,3097.48723082,0.26609363
ㅊㅏ,차,ㅊ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\차.wav,0.46,0.85995483,0.21227891,12.15137577,0.12393394,2623.17359134,0.17185932
ㅊㅏ,차,ㅊ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\차.wav,0.46,0.86320496,0.25494347,10.59340075,0.12703968,2594.31640019,0.16899932
ㅊㅐ,채,ㅊ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\채.wav,0.46,0.85995483,0.23306378,11.34001698,0.13931476,2990.74293823,0.24733457
ㅊㅐ,채,ㅊ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\채.wav,0.46,0.86441724,0.27558096,9.92948415,0.1425684,2979.86756687,0.24669674
ㅊㅑ,챠,ㅊ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\챠.wav,0.46,0.85995483,0.18153567,13.51027341,0.14404733,3083.21790792,0.2662823
ㅊㅑ,챠,ㅊ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\챠.wav,0.46,0.85732853,0.21784639,11.89993824,0.14764604,3075.70081621,0.26023565
ㅊㅒ,챼,ㅊ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\챼.wav,0.46,0.85995483,0.20194803,12.58472056,0.14493468,3048.66678152,0.26163688
ㅊㅒ,챼,ㅊ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\챼.wav,0.46,0.86552315,0.24135212,11.0925516,0.14690658,3014.77464608,0.25675575
ㅊㅓ,처,ㅊ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\처.wav,0.46,0.85995483,0.21816592,11.91377482,0.12403254,2697.35403002,0.14660227
ㅊㅓ,처,ㅊ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\처.wav,0.46,0.86214419,0.25568931,10.5573466,0.12768055,2672.88129103,0.14767384
ㅊㅔ,체,ㅊ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\체.wav,0.46,0.85995483,0.24095378,11.05083809,0.14493468,3193.19367031,0.25082145
ㅊㅔ,체,ㅊ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\체.wav,0.46,0.8648963,0.28347349,9.68903192,0.14902637,3172.871815,0.24395736
ㅊㅕ,쳐,ㅊ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\쳐.wav,0.46,0.85995483,0.24517853,10.89986406,0.12689179,2939.25550078,0.22754285
ㅊㅕ,쳐,ㅊ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\쳐.wav,0.46,0.8602637,0.28884103,9.47945426,0.12960316,2953.5054473,0.22531227
ㅊㅖ,쳬,ㅊ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\쳬.wav,0.46,0.85995483,0.18605791,13.29655011,0.16327335,3331.3474677,0.31380749
ㅊㅖ,쳬,ㅊ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\쳬.wav,0.46,0.86079684,0.22232197,11.75836584,0.16455509,3309.5290695,0.307503
ㅊㅗ,초,ㅊ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\초.wav,0.46,0.85995483,0.23060256,11.43223028,0.1030318,2293.42165266,0.12022248
ㅊㅗ,초,ㅊ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\초.wav,0.46,0.86288882,0.27250562,10.01158747,0.10544737,2225.99291846,0.1144506
ㅊㅘ,촤,ㅊ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\촤.wav,0.46,0.85995483,0.21710704,11.95603466,0.11032783,2245.90649545,0.12792126
ㅊㅘ,촤,ㅊ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\촤.wav,0.46,0.86408134,0.25802746,10.49777404,0.11377865,2198.1731893,0.12250807
ㅊㅙ,쵀,ㅊ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\쵀.wav,0.46,0.85995483,0.23326262,11.33260973,0.12018733,2428.80467357,0.1507907
ㅊㅙ,쵀,ㅊ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\쵀.wav,0.46,0.86468049,0.27572317,9.92764784,0.12344097,2405.92346105,0.14841571
ㅊㅚ,최,ㅊ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\최.wav,0.46,0.85995483,0.27432921,9.92407169,0.13606113,2637.59800072,0.18005532
ㅊㅚ,최,ㅊ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\최.wav,0.46,0.86485495,0.31857285,8.67469021,0.13892038,2619.16112569,0.17553075
ㅊㅛ,쵸,ㅊ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\쵸.wav,0.46,0.85995483,0.22130756,11.78958794,0.12225783,3090.51929005,0.2947197
ㅊㅛ,쵸,ㅊ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\쵸.wav,0.46,0.86086691,0.25970165,10.40922621,0.12496919,3086.29668281,0.29135034
ㅊㅜ,추,ㅊ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\추.wav,0.46,0.85995483,0.24917589,10.7593924,0.10707419,2200.30784347,0.11487872
ㅊㅜ,추,ㅊ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\추.wav,0.46,0.86711372,0.2953666,9.35429356,0.11072221,2137.70218604,0.1074819
ㅊㅝ,춰,ㅊ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅊ\춰.wav,0.46,0.85995483,0.22206413,11.75994465,0.10766576,2153.63640597,0.10946924
ㅊㅝ,춰,ㅊ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅊ\춰.wav,0.46,0.86435306,0.26523962,10.26105551,0.11116589,2089.38343969,0.10041028
