alias,syllable,onset,vowel,variant,file,duration_s,peak,rms,crest_db,zero_crossing_rate,spectral_centroid_hz,energy_ratio_above_4khz
ㄸㅣ,띠,ㄸ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㄸ\띠.wav,0.41,0.85995483,0.27042239,10.04866004,0.11570796,3277.38349885,0.32719148
ㄸㅣ,띠,ㄸ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㄸ\띠.wav,0.41,0.86249284,0.3187546,8.64598086,0.1170354,3293.0010204,0.32350316
ㄹㅏ,라,ㄹ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\라.wav,0.38598639,0.85995483,0.26137353,10.34428066,0.0799013,2721.95318465,0.17961944
ㄹㅏ,라,ㄹ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\라.wav,0.38598639,0.84462043,0.30582744,8.82370266,0.07943129,2687.1822744,0.18020584
ㄹㅐ,래,ㄹ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\래.wav,0.38598639,0.85995483,0.30197952,9.08996305,0.1167969,3049.85074177,0.22490563
ㄹㅐ,래,ㄹ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\래.wav,0.38598639,0.86180515,0.33770754,8.13736651,0.1167969,3110.32550634,0.23960332
ㄹㅑ,랴,ㄹ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\랴.wav,0.38598639,0.85995483,0.29263499,9.36298793,0.10093414,2915.26966143,0.24709907
ㄹㅑ,랴,ㄹ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\랴.wav,0.38598639,0.86084265,0.33628844,8.16423664,0.10052288,2987.68393432,0.25383013
ㄹㅒ,럐,ㄹ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\럐.wav,0.38598639,0.85995483,0.25675057,10.49928446,0.11620939,3104.97420339,0.26119081
ㄹㅒ,럐,ㄹ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\럐.wav,0.38598639,0.86402858,0.29789227,9.24937744,0.11526937,3097.66272699,0.25987413
ㄹㅓ,러,ㄹ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\러.wav,0.38598639,0.85995483,0.2323798,11.36554541,0.09552905,2612.39459759,0.13984805
ㄹㅓ,러,ㄹ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\러.wav,0.38598639,0.84195708,0.27437267,9.7389821,0.09552905,2572.7649239,0.13607767
ㄹㅔ,레,ㄹ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\레.wav,0.38598639,0.85995483,0.30390072,9.03487837,0.12208448,3179.3995563,0.28723374
ㄹㅔ,레,ㄹ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\레.wav,0.38598639,0.86006704,0.3491467,7.83048727,0.12255449,3127.94387487,0.28000887
ㄹㅕ,려,ㄹ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\려.wav,0.38598639,0.85995483,0.24555483,10.88654312,0.10140415,2999.38100898,0.24687776
ㄹㅕ,려,ㄹ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\려.wav,0.38598639,0.82381483,0.28933421,9.08859647,0.10069914,3032.77385447,0.25039518
ㄹㅖ,례,ㄹ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\례.wav,0.38598639,0.85995483,0.26700532,10.15911454,0.10998179,3218.28014198,0.29250543
ㄹㅖ,례,ㄹ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\례.wav,0.38598639,0.85795927,0.31248778,8.77267262,0.10904177,3267.77194357,0.29412025
ㄹㅗ,로,ㄹ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\로.wav,0.38598639,0.85995483,0.31319611,8.77318566,0.05322836,2491.50975721,0.14947614
ㄹㅗ,로,ㄹ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\로.wav,0.38598639,0.82520703,0.35895044,7.23056869,0.05264086,2450.94553881,0.15123179
ㄹㅘ,롸,ㄹ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\롸.wav,0.38598639,0.85995483,0.24418007,10.93530873,0.08095882,2372.49937868,0.14053901
ㄹㅘ,롸,ㄹ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\롸.wav,0.38598639,0.86557271,0.28622723,9.61185221,0.08060631,2326.80397762,0.13560877
ㄹㅙ,뢔,ㄹ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\뢔.wav,0.38598639,0.85995483,0.27226389,9.9897118,0.1109218,2555.80094701,0.16961664
ㄹㅙ,뢔,ㄹ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\뢔.wav,0.38598639,0.86448784,0.31294546,8.82580465,0.1105693,2570.16869818,0.17394224
ㄹㅚ,뢰,ㄹ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\뢰.wav,0.38598639,0.85995483,0.25040922,10.71650668,0.10175665,2602.62983685,0.18996225
ㄹㅚ,뢰,ㄹ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\뢰.wav,0.38598639,0.86193631,0.29319453,9.36638627,0.10075789,2605.87086472,0.18913678
ㄹㅛ,료,ㄹ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\료.wav,0.38598639,0.85995483,0.28050392,9.73073421,0.08530639,2883.99867636,0.24973412
ㄹㅛ,료,ㄹ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\료.wav,0.38598639,0.84674957,0.32603893,8.28971045,0.08330885,2898.97219653,0.24823571
ㄹㅜ,루,ㄹ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\루.wav,0.38598639,0.85995483,0.31727217,8.66087321,0.06298102,2241.48851799,0.12193773
ㄹㅜ,루,ㄹ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\루.wav,0.38598639,0.84578581,0.36489338,7.30188822,0.06280477,2183.56868953,0.11549895
ㄹㅝ,뤄,ㄹ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\뤄.wav,0.38598639,0.85995483,0.2898494,9.44606485,0.08507138,2303.26520503,0.11500466
ㄹㅝ,뤄,ㄹ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\뤄.wav,0.38598639,0.84031141,0.33605383,7.96062826,0.08471888,2273.06187935,0.1142091
ㄹㅞ,뤠,ㄹ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\뤠.wav,0.38598639,0.85995483,0.29590077,9.2665908,0.08659891,2518.96766013,0.17033981
ㄹㅞ,뤠,ㄹ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\뤠.wav,0.38598639,0.86277124,0.34304408,8.01091472,0.0860114,2512.04949205,0.1701916
ㄹㅟ,뤼,ㄹ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\뤼.wav,0.38598639,0.85995483,0.27048291,10.04671622,0.0923565,2606.22977496,0.19177998
ㄹㅟ,뤼,ㄹ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\뤼.wav,0.38598639,0.86421429,0.31537236,8.75595633,0.09100523,2607.83618355,0.19212808
ㄹㅠ,류,ㄹ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\류.wav,0.38598639,0.85995483,0.27687585,9.84381133,0.11303684,2907.21086458,0.26088337
ㄹㅠ,류,ㄹ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\류.wav,0.38598639,0.86399071,0.31787593,8.68502873,0.11150931,2925.73243604,0.26250575
ㄹㅡ,르,ㄹ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\르.wav,0.38598639,0.85995483,0.28545659,9.57871126,0.09987662,2758.15167599,0.19070358
ㄹㅡ,르,ㄹ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\르.wav,0.38598639,0.86275065,0.33124762,8.3146507,0.09975912,2704.30069382,0.18856776
ㄹㅢ,릐,ㄹ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\릐.wav,0.38598639,0.85995483,0.27391092,9.93732596,0.09646907,2868.69942947,0.22030058
ㄹㅢ,릐,ㄹ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\릐.wav,0.38598639,0.86150978,0.31490003,8.74175018,0.09582281,2876.72836829,0.219544
ㄹㅣ,리,ㄹ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㄹ\리.wav,0.38598639,0.85995483,0.30871422,8.89838015,0.12513953,3351.52471201,0.32960934
ㄹㅣ,리,ㄹ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㄹ\리.wav,0.38598639,0.85283814,0.35223165,7.6807647,0.12231949,3407.81682203,0.33199496
ㅁㅏ,마,ㅁ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\마.wav,0.40800454,0.85995483,0.30798284,8.91898249,0.08025789,2800.32220783,0.18714081
ㅁㅏ,마,ㅁ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\마.wav,0.40800454,0.82790373,0.35670597,7.31338925,0.08003557,2745.0467613,0.17609616
ㅁㅐ,매,ㅁ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\매.wav,0.40800454,0.85995483,0.32159295,8.54338241,0.12027568,3072.77671261,0.2277792
ㅁㅐ,매,ㅁ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\매.wav,0.40800454,0.86276307,0.36297714,7.52024547,0.11805247,3040.58371668,0.22167778
ㅁㅑ,먀,ㅁ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\먀.wav,0.40800454,0.85995483,0.26563372,10.20384869,0.12238773,2996.78015701,0.25096305
ㅁㅑ,먀,ㅁ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\먀.wav,0.40800454,0.85852183,0.30743585,8.9199368,0.12127612,3020.23677856,0.24728305
ㅁㅒ,먜,ㅁ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\먜.wav,0.40800454,0.85995483,0.2909161,9.41415773,0.11038239,3145.43730305,0.27081593
ㅁㅒ,먜,ㅁ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\먜.wav,0.40800454,0.8615068,0.33471584,8.2116488,0.10965985,3206.83996702,0.27265963
ㅁㅓ,머,ㅁ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\머.wav,0.40800454,0.85995483,0.38324228,7.02004463,0.09604269,2678.33551813,0.14572623
ㅁㅓ,머,ㅁ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\머.wav,0.40800454,0.86083782,0.42811847,6.06714744,0.09598711,2647.3980817,0.14092146
ㅁㅔ,메,ㅁ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\메.wav,0.40800454,0.85995483,0.34310672,7.98092848,0.11560694,3220.1662671,0.27065337
ㅁㅔ,메,ㅁ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\메.wav,0.40800454,0.86169524,0.39262689,6.82747318,0.11438417,3256.50122857,0.26754168
ㅁㅕ,며,ㅁ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\며.wav,0.40800454,0.85995483,0.24869109,10.77630841,0.11060471,2909.73443732,0.24690179
ㅁㅕ,며,ㅁ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\며.wav,0.40800454,0.85093078,0.28976164,9.35706687,0.10982659,2912.97789829,0.24356806
ㅁㅖ,몌,ㅁ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\몌.wav,0.40800454,0.85995483,0.3022723,9.08154572,0.13294798,3329.69428562,0.31091803
ㅁㅖ,몌,ㅁ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\몌.wav,0.40800454,0.86511083,0.34714807,7.93113974,0.1303357,3422.70484489,0.3195147
ㅁㅗ,모,ㅁ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\모.wav,0.40800454,0.85995483,0.30277394,9.06714303,0.06402846,2379.8749073,0.1393058
ㅁㅗ,모,ㅁ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\모.wav,0.40800454,0.86350828,0.34606894,7.94207759,0.06397288,2347.02742336,0.13998752
ㅁㅘ,뫄,ㅁ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뫄.wav,0.40800454,0.85995483,0.30472469,9.01136002,0.09015118,2293.9968278,0.13105679
ㅁㅘ,뫄,ㅁ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뫄.wav,0.40800454,0.86318737,0.35069081,7.82361375,0.08848377,2325.79306559,0.14150226
ㅁㅙ,뫠,ㅁ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뫠.wav,0.40800454,0.85995483,0.25872499,10.43274514,0.09004002,2456.13106304,0.15420127
ㅁㅙ,뫠,ㅁ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뫠.wav,0.40800454,0.86198246,0.30481245,9.02931443,0.08931747,2438.20075705,0.15220657
ㅁㅚ,뫼,ㅁ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뫼.wav,0.40800454,0.85995483,0.31769118,8.64940959,0.0898177,2476.80722427,0.16976982
ㅁㅚ,뫼,ㅁ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뫼.wav,0.40800454,0.86577838,0.36533019,7.49442343,0.08865051,2500.51524483,0.17526389
ㅁㅛ,묘,ㅁ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\묘.wav,0.40800454,0.85995483,0.30666944,8.95610284,0.11138284,2914.94372529,0.24475365
ㅁㅛ,묘,ㅁ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\묘.wav,0.40800454,0.85885358,0.35306657,7.72125079,0.11049355,2956.77180326,0.245578
ㅁㅜ,무,ㅁ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\무.wav,0.40800454,0.85995483,0.32368177,8.48714794,0.07192085,2193.33089052,0.11569492
ㅁㅜ,무,ㅁ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\무.wav,0.40800454,0.85838685,0.36595042,7.40521607,0.07080925,2106.32039629,0.10244204
ㅁㅝ,뭐,ㅁ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뭐.wav,0.40800454,0.85995483,0.27252895,9.98125987,0.08903957,2299.0380165,0.11507808
ㅁㅝ,뭐,ㅁ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뭐.wav,0.40800454,0.86545339,0.31840472,8.68528356,0.08831703,2290.34289383,0.11839908
ㅁㅞ,뭬,ㅁ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뭬.wav,0.40800454,0.85995483,0.26269441,10.30049623,0.0982659,2380.27749801,0.15447441
ㅁㅞ,뭬,ㅁ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뭬.wav,0.40800454,0.862871,0.30674132,8.9834718,0.09748777,2345.11538862,0.15475164
ㅁㅟ,뮈,ㅁ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뮈.wav,0.40800454,0.85995483,0.32466016,8.46093299,0.08414851,2493.4313343,0.16964106
ㅁㅟ,뮈,ㅁ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뮈.wav,0.40800454,0.86397661,0.36983665,7.36984067,0.0819253,2504.51881045,0.17287644
ㅁㅠ,뮤,ㅁ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\뮤.wav,0.40800454,0.85995483,0.29090061,9.4146201,0.08370387,2875.98681761,0.24670744
ㅁㅠ,뮤,ㅁ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\뮤.wav,0.40800454,0.85841942,0.33637026,8.13763876,0.08309249,2890.97099918,0.24360191
ㅁㅡ,므,ㅁ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\므.wav,0.40800454,0.85995483,0.3836669,7.01042613,0.09670965,2704.99159431,0.18399463
ㅁㅡ,므,ㅁ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\므.wav,0.40800454,0.86229121,0.4334684,5.97393029,0.09665407,2696.76600136,0.18303032
ㅁㅢ,믜,ㅁ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\믜.wav,0.40800454,0.85995483,0.30188927,9.09255929,0.10771454,2853.25763141,0.21794914
ㅁㅢ,믜,ㅁ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\믜.wav,0.40800454,0.86491902,0.34911266,7.88019697,0.10593597,2886.99524042,0.22526275
ㅁㅣ,미,ㅁ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅁ\미.wav,0.40800454,0.85995483,0.33434762,8.20554799,0.08870609,3105.34649919,0.31485389
ㅁㅣ,미,ㅁ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅁ\미.wav,0.40800454,0.85623441,0.38207129,7.00896536,0.08798355,3182.60113576,0.31896758
ㅂㅏ,바,ㅂ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\바.wav,0.41798186,0.85995483,0.27047694,10.04690807,0.08007812,2755.13315699,0.17699351
ㅂㅏ,바,ㅂ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\바.wav,0.41798186,0.86388937,0.31467879,8.77181318,0.08680556,2737.76463792,0.17278943
ㅂㅐ,배,ㅂ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\배.wav,0.41798186,0.85995483,0.2909694,9.41256646,0.10199653,3095.37440829,0.23945431
ㅂㅐ,배,ㅂ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\배.wav,0.41798186,0.86251506,0.33782846,8.14140897,0.1078559,3050.19818278,0.23358028
ㅂㅑ,뱌,ㅂ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뱌.wav,0.41798186,0.85995483,0.27974782,9.75417852,0.10351562,3100.14398586,0.26305636
ㅂㅑ,뱌,ㅂ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뱌.wav,0.41798186,0.85089658,0.32055398,8.47951215,0.10942925,3160.06102491,0.26603882
ㅂㅒ,뱨,ㅂ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뱨.wav,0.41798186,0.85995483,0.25114151,10.69114294,0.10568576,3136.65814311,0.25478835
ㅂㅒ,뱨,ㅂ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뱨.wav,0.41798186,0.86325999,0.29628318,9.28869213,0.11176215,3140.9498575,0.25352657
ㅂㅓ,버,ㅂ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\버.wav,0.41798186,0.85995483,0.31223048,8.80000688,0.09375,2622.55962725,0.13842487
ㅂㅓ,버,ㅂ,ㅓ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\버.wav,0.41798186,0.86243961,0.35612078,7.68262755,0.1008572,2615.31330598,0.14155726
ㅂㅔ,베,ㅂ,ㅔ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\베.wav,0.41798186,0.85995483,0.26420081,10.25083003,0.12608507,3235.66967381,0.27573645
ㅂㅔ,베,ㅂ,ㅔ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\베.wav,0.41798186,0.86256357,0.30910693,8.91364744,0.13270399,3367.42580055,0.28385006
ㅂㅕ,벼,ㅂ,ㅕ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\벼.wav,0.41798186,0.85995483,0.25419497,10.58617384,0.1155599,3109.13890039,0.26253864
ㅂㅕ,벼,ㅂ,ㅕ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\벼.wav,0.41798186,0.85957391,0.29724903,9.22325553,0.12065972,3143.79706526,0.26247405
ㅂㅖ,볘,ㅂ,ㅖ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\볘.wav,0.41798186,0.85995483,0.28164202,9.69556373,0.11697049,3077.65094856,0.2675711
ㅂㅖ,볘,ㅂ,ㅖ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\볘.wav,0.41798186,0.85878171,0.32789807,8.36287849,0.12163628,3097.04628274,0.26482351
ㅂㅗ,보,ㅂ,ㅗ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\보.wav,0.41798186,0.85995483,0.34013518,8.05648181,0.07465278,2393.30136436,0.14578291
ㅂㅗ,보,ㅂ,ㅗ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\보.wav,0.41798186,0.86291614,0.38637831,6.97911711,0.08143446,2323.37716744,0.13822342
ㅂㅘ,봐,ㅂ,ㅘ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\봐.wav,0.41798186,0.85995483,0.26761729,10.13922958,0.08192274,2386.49208152,0.13291105
ㅂㅘ,봐,ㅂ,ㅘ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\봐.wav,0.41798186,0.86324939,0.31378496,8.79008314,0.08821615,2374.72385663,0.13348473
ㅂㅙ,봬,ㅂ,ㅙ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\봬.wav,0.41798186,0.85995483,0.20834618,12.31380182,0.09765625,2533.70488201,0.16036934
ㅂㅙ,봬,ㅂ,ㅙ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\봬.wav,0.41798186,0.86444102,0.24726629,10.87140921,0.10346137,2493.11512759,0.15695817
ㅂㅚ,뵈,ㅂ,ㅚ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뵈.wav,0.41798186,0.85995483,0.26515117,10.21964194,0.09201389,2616.30395874,0.17256371
ㅂㅚ,뵈,ㅂ,ㅚ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뵈.wav,0.41798186,0.86273394,0.31182488,8.83932227,0.09743924,2613.35038327,0.17337329
ㅂㅛ,뵤,ㅂ,ㅛ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뵤.wav,0.41798186,0.85995483,0.26955911,10.07643265,0.09906684,3052.12427261,0.27073107
ㅂㅛ,뵤,ㅂ,ㅛ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뵤.wav,0.41798186,0.85743113,0.31248681,8.76735111,0.10476345,3068.3006004,0.27086067
ㅂㅜ,부,ㅂ,ㅜ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\부.wav,0.41798186,0.85995483,0.24791051,10.80361423,0.07573785,2337.19016812,0.12826819
ㅂㅜ,부,ㅂ,ㅜ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\부.wav,0.41798186,0.86345697,0.29110365,9.44386097,0.08268229,2286.53533983,0.12244403
ㅂㅝ,붜,ㅂ,ㅝ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\붜.wav,0.41798186,0.85995483,0.27825781,9.80056551,0.0703125,2203.26777121,0.10985682
ㅂㅝ,붜,ㅂ,ㅝ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\붜.wav,0.41798186,0.86435982,0.32407547,8.52096823,0.07693142,2173.02777485,0.10753241
ㅂㅞ,붸,ㅂ,ㅞ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\붸.wav,0.41798186,0.85995483,0.32362642,8.48863334,0.0766059,2411.8816509,0.14921454
ㅂㅞ,붸,ㅂ,ㅞ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\붸.wav,0.41798186,0.86448758,0.37232117,7.31682047,0.08344184,2427.04502876,0.15110197
ㅂㅟ,뷔,ㅂ,ㅟ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뷔.wav,0.41798186,0.85995483,0.25455095,10.57401838,0.08365885,2476.28690201,0.1629435
ㅂㅟ,뷔,ㅂ,ㅟ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뷔.wav,0.41798186,0.86381568,0.29623035,9.29583056,0.08865017,2440.34464497,0.15789137
ㅂㅠ,뷰,ㅂ,ㅠ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\뷰.wav,0.41798186,0.85995483,0.27049071,10.04646567,0.08713108,2937.39448751,0.24722696
ㅂㅠ,뷰,ㅂ,ㅠ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\뷰.wav,0.41798186,0.85993141,0.3139046,8.75332257,0.09320747,2948.9967701,0.24534748
ㅂㅡ,브,ㅂ,ㅡ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\브.wav,0.41798186,0.85995483,0.27193224,10.00029892,0.09157986,2776.33146452,0.18837828
ㅂㅡ,브,ㅂ,ㅡ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\브.wav,0.41798186,0.86466423,0.3180096,8.68814531,0.09852431,2736.7630288,0.18655106
ㅂㅢ,븨,ㅂ,ㅢ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\븨.wav,0.41798186,0.85995483,0.28469033,9.60205854,0.0968967,2853.97217015,0.21316092
ㅂㅢ,븨,ㅂ,ㅢ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\븨.wav,0.41798186,0.86176165,0.33229542,8.27725616,0.10275608,2842.62840321,0.21048666
ㅂㅣ,비,ㅂ,ㅣ,clean,detailed_voicebank\03_all_399_clean_female\ㅂ\비.wav,0.41798186,0.85995483,0.26063788,10.36876201,0.12934028,3104.36164594,0.29398131
ㅂㅣ,비,ㅂ,ㅣ,soft,detailed_voicebank\04_all_399_soft_female\ㅂ\비.wav,0.41798186,0.86256932,0.30662066,8.98385178,0.13617622,3079.05011266,0.28809818
ㅃㅏ,빠,ㅃ,ㅏ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\빠.wav,0.41,0.85995483,0.22900159,11.49274272,0.07997788,2749.52578316,0.18048878
ㅃㅏ,빠,ㅃ,ㅏ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\빠.wav,0.41,0.86297736,0.26984776,10.09761153,0.08384956,2709.22390353,0.17351031
ㅃㅐ,빼,ㅃ,ㅐ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\빼.wav,0.41,0.85995483,0.23659589,11.20936894,0.12975664,2988.57777076,0.22411324
ㅃㅐ,빼,ㅃ,ㅐ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\빼.wav,0.41,0.86125533,0.2756721,9.89478208,0.13202434,2991.13437377,0.21967488
ㅃㅑ,뺘,ㅃ,ㅑ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뺘.wav,0.41,0.85995483,0.22620318,11.59953876,0.11371681,2902.37109405,0.24336728
ㅃㅑ,뺘,ㅃ,ㅑ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뺘.wav,0.41,0.86106304,0.27028472,10.06426907,0.11626106,2912.84892523,0.24277202
ㅃㅒ,뺴,ㅃ,ㅒ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뺴.wav,0.41,0.85995483,0.20933392,12.27272073,0.11205752,2989.37743418,0.27846544
ㅃㅒ,뺴,ㅃ,ㅒ,soft,detailed_voicebank\04_all_399_soft_female\ㅃ\뺴.wav,0.41,0.85990213,0.25106817,10.69314749,0.11460177,2972.33801932,0.27161183
ㅃㅓ,뻐,ㅃ,ㅓ,clean,detailed_voicebank\03_all_399_clean_female\ㅃ\뻐.wav,0.41,0.85995483,0.25927882,10.41417188,0.08628319,2755.8152971,0.15747672
